Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Κωνσταντινος Παλαιολογος (Δεμενο),"Σλουμπερζε, Γουσταυος",18.00,30.00,https://www.protoporia.gr/sloymperze-goystayos-kwnstantinos-palaiologos-demeno-metaxeirismeno-2220003460108.html
Κωνσταντινος Παλαιολογος -,"Σλουμπερζε, Γουσταυος",20.00,,https://www.protoporia.gr/sloymperze-goystayos-kwnstantinos-palaiologos-kai-h-alwsis-ths-kwnstantinoypolews-ypo-twn-toyrkwn-tw-1453-metaxeirismeno-2220008492302.html
"Κωνσταντινος Παλαιολογος, πολιορκια και αλωσις Κωνσταντινουπολεως","Σλουμπερζε, Γουσταυος",10.95,22.00,https://www.protoporia.gr/sloymperze-goystayos-kwnstantinos-palaiologos-poliorkia-kai-alwsis-kwnstantinoypolews-metaxeirismeno-2229607171908.html
Κωνσταντινος Παρθενης: Βιεννη - Παρισι - Αθηνα,"Χρηστου, Χρυσανθος Α.",7.50,25.00,https://www.protoporia.gr/xrhstoy-xrysan8os-a-kwnstantinos-par8enhs-biennh-parisi-a8hna-metaxeirismeno-2229607622042.html
Κωνσταντινου πολις Α Β,"Μηλλας, Ακυλας",80.00,182.00,https://www.protoporia.gr/mhllas-akylas-kwnstantinoy-polis-a-b-metaxeirismeno-2229608033335.html
Κωνσταντινουπολη,"Touverey, Baptiste",12.24,17.49,https://www.protoporia.gr/touverey-baptiste-kwnstantinoypolh-metaxeirismeno-2229603821203.html
Κωνσταντινουπολη των ασεβων μου φοβων,"Ξανθουλης, Γιαννης",7.40,14.90,https://www.protoporia.gr/3an8oylhs-giannhs-kwnstantinoypolh-twn-asebwn-moy-fobwn-metaxeirismeno-2229603646806.html
Κωνσταντινουπολη Των ασεβων μου φοβων,"Ξανθουλης, Γιαννης",8.00,18.35,https://www.protoporia.gr/3an8oylhs-giannhs-kwnstantinoypolh-twn-asebwn-moy-fobwn-metaxeirismeno-2229604554780.html
"Κωνσταντινουπολη, Η Πολη που με ακολουθει","Αντωνιαδης, Στελιος Χ.",7.40,14.91,https://www.protoporia.gr/antwniadhs-stelios-x-kwnstantinoypolh-h-polh-poy-me-akoloy8ei-metaxeirismeno-2229607922678.html
Κωνσταντινουπολη. Απο τον χριστιανισμο στο ισλαμ,"Φριλι, Τζον",23.00,,https://www.protoporia.gr/frili-tzon-kwnstantinoypolh-apo-ton-xristianismo-sto-islam-metaxeirismeno-2229608202274.html
Κωνσταντινουπολη. Πολη της ιστοριας,"Σφυροερα, Σοφια",17.50,46.15,https://www.protoporia.gr/sfyroera-sofia-kwnstantinoypolh-polh-ths-istorias-metaxeirismeno-2229604422331.html
Κωστας Βαρναλης,,5.00,10.00,https://www.protoporia.gr/-kwstas-barnalhs-metaxeirismeno-2229604759833.html
Κωστας Καρυωτακης,,5.00,10.00,https://www.protoporia.gr/-kwstas-karywtakhs-metaxeirismeno-2229604759727.html
Κωστας Καρυωτακης,"Μπαλουμης, Επαμεινωνδας",6.00,13.08,https://www.protoporia.gr/mpaloymhs-epameinwndas-kwstas-karywtakhs-metaxeirismeno-2229603443450.html
Κωστας Μητσοτακης Ι,"Δημητρακος, Δημητρης",14.84,14.91,https://www.protoporia.gr/dhmhtrakos-dhmhtrhs-kwstas-mhtsotakhs-i-metaxeirismeno-2229600207840.html
Κωστας Σφηκας,"Σολδατος, Γιαννης",7.95,15.99,https://www.protoporia.gr/soldatos-giannhs-kwstas-sfhkas-metaxeirismeno-2229603222208.html
Κωστας Ταχτσης: Η ζωη του,"Βασιλακακος, Γιαννης",6.10,24.71,https://www.protoporia.gr/basilakakos-giannhs-kwstas-taxtshs-h-zwh-toy-metaxeirismeno-2229606839076.html
Κωστας Χατζηχρηστος,"Δελαπορτας, Μακης",4.00,,https://www.protoporia.gr/-an8ologia-episthmonikhs-fantasias-tritos-tomos-1950-1965-9789604649495.html
Κωστας Χατζηχρηστος,"Δελαπορτας, Μακης",4.00,,https://www.protoporia.gr/delaportas-makhs-kwstas-xatzhxrhstos-metaxeirismeno-2220008508560.html
Κωστης Μπαστιας,"Μπαστιας, Γιαννης",15.00,31.95,https://www.protoporia.gr/mpastias-giannhs-kwsths-mpastias-metaxeirismeno-2229600339695.html
Κωστης Παλαμας,,5.00,10.00,https://www.protoporia.gr/-kwsths-palamas-metaxeirismeno-2229604759895.html
Κωστης Στεφανοπουλος,"Λουλε, Νιτσα",8.35,16.70,https://www.protoporia.gr/loyle-nitsa-kwsths-stefanopoylos-metaxeirismeno-2229605461148.html
κ’ η Ανατολη του αιματου σιντριβανι,Συλλογικο,17.49,25.00,https://www.protoporia.gr/syllogiko-k-h-anatolh-toy-aimatoy-sintribani-metaxeirismeno-2229606062146.html
Λ.Ο.Κ. Λογοι οβριμων καταδρομων,"Ζουραρις, Κωστας",6.62,13.24,https://www.protoporia.gr/zoyraris-kwstas-l-o-k-logoi-obrimwn-katadromwn-metaxeirismeno-2229605270979.html
Λα Φραγκα,"Sallenave, Daniele",8.25,16.50,https://www.protoporia.gr/sallenave-daniele-la-fragka-metaxeirismeno-2229606204935.html
Λαβετε θεσεις,"Τσαμπαλικας, Μιχαλης",2.50,8.70,https://www.protoporia.gr/tsampalikas-mixalhs-labete-8eseis-metaxeirismeno-2229601662679.html
Λαβρακι,"Waugh, Evelyn",10.80,12.00,https://www.protoporia.gr/waugh-evelyn-labraki-metaxeirismeno-2229602160600.html
Λαβυρινθος,"Moss, Kate",20.00,,https://www.protoporia.gr/moss-kate-labyrin8os-metaxeirismeno-2229600431832.html
Λαβυρινθος,"Μπυζολντ, Μακμαστερ Λοις",3.00,7.50,https://www.protoporia.gr/mpyzolnt-makmaster-lois-labyrin8os-metaxeirismeno-2220006951481.html
Λαβυρινθος θανατου,"Ντικ, Φιλιπ",13.31,,https://www.protoporia.gr/ntik-filip-labyrin8os-8anatoy-metaxeirismeno-2229608338119.html
Λαγνεια,"Γελινεκ, Ελφριντε",7.00,17.04,https://www.protoporia.gr/gelinek-elfrinte-lagneia-metaxeirismeno-2229607651158.html
Λαδια ξιδια,"Παπαγιωργης, Κωστης",6.00,12.78,https://www.protoporia.gr/papagiwrghs-kwsths-ladia-3idia-metaxeirismeno-2229600315002.html
Λαζαρινες,"Πολυχρονιδου, Δεσποινα",5.30,10.60,https://www.protoporia.gr/polyxronidoy-despoina-lazarines-metaxeirismeno-2229602483037.html
Λαζαρος,"Κεπλερ, Λαρς",13.93,19.90,https://www.protoporia.gr/kepler-lars-lazaros-metaxeirismeno-2229601696230.html
Λαζαρος - Ιουδας ο Ισκαριωτης,"Αντρεγιεφ, Λεονιντ",3.00,11.70,https://www.protoporia.gr/antregief-leonint-lazaros-ioydas-o-iskariwths-metaxeirismeno-2229602831616.html
Λαθε βιωσας,"Λυτας, Χαρης",6.00,12.23,https://www.protoporia.gr/lytas-xarhs-la8e-biwsas-metaxeirismeno-2229600424629.html
Λαθη στη χρηση της γλωσσας μας ΙΙ,"Παπαζαφειρη, Ιωαννα",5.00,14.00,https://www.protoporia.gr/papazafeirh-iwanna-la8h-sth-xrhsh-ths-glwssas-mas-ii-metaxeirismeno-2229607218955.html
Λαθος λυκο,"Αξιωτης, Διαμαντης",5.30,15.22,https://www.protoporia.gr/a3iwths-diamanths-la8os-lyko-metaxeirismeno-2229600440636.html
Λαθος συμπερασματα,"Μαρουδη, Μαρη",6.80,13.83,https://www.protoporia.gr/maroydh-marh-la8os-symperasmata-metaxeirismeno-2229602832125.html
Λαθρεμποριο,"Σερπα, Ενρικε",4.90,13.85,https://www.protoporia.gr/serpa-enrike-la8remporio-metaxeirismeno-2229608397604.html
Λαθρεμποροι,"Ανδρεαδης, Γιαγκος",5.90,16.10,https://www.protoporia.gr/andreadhs-giagkos-la8remporoi-metaxeirismeno-2229606760424.html
Λαικη ελληνικη αρχιτεκτονικη,Πανου-Νικολη Τζελεπη,30.00,,https://www.protoporia.gr/panoy-nikolh-tzeleph-laikh-ellhnikh-arxitektonikh-metaxeirismeno-2229603102579.html
Λαικη ζωγραφικη Πρωτη προσεγγιση,"Πετρης, Γιωργος",7.50,15.00,https://www.protoporia.gr/petrhs-giwrgos-laikh-zwgrafikh-prwth-proseggish-metaxeirismeno-2220002350561.html
Λαικη Κινα,"Καραβια, Μαρια",7.90,22.71,https://www.protoporia.gr/karabia-maria-laikh-kina-metaxeirismeno-2229603254599.html
Λαικισμος και εκσυγχρονισμος 1965-2005,"Πανταζοπουλος, Ανδρεας",4.90,12.00,https://www.protoporia.gr/pantazopoylos-andreas-laikismos-kai-eksygxronismos-1965-2005-metaxeirismeno-2229600515303.html
Λαικο θεατρο στην Ελλαδα και στα Βαλκανια,"Πουχνερ, Βαλτερ",10.20,22.43,https://www.protoporia.gr/poyxner-balter-laiko-8eatro-sthn-ellada-kai-sta-balkania-metaxeirismeno-2229602933990.html
Λαικο παραμυθι και παραμυθαδες στην Ελλαδα,"Αναγνωστοπουλος, Βασιλης Δ.",5.80,11.73,https://www.protoporia.gr/anagnwstopoylos-basilhs-d-laiko-paramy8i-kai-paramy8ades-sthn-ellada-metaxeirismeno-2229600314340.html
"Λακεδαιμονιων Πολιτεια, Αγησιλαος",Ξενοφων,4.90,13.84,https://www.protoporia.gr/3enofwn-lakedaimoniwn-politeia-aghsilaos-metaxeirismeno-2229603163952.html
Λακης Γαβαλας,"Γαβαλας, Λακης",11.55,16.50,https://www.protoporia.gr/-lakhs-gabalas-metaxeirismeno-2229605475619.html
Λακομπ Λυσιεν,"Μοντιανο, Πατρικ",6.40,16.00,https://www.protoporia.gr/montiano-patrik-lakomp-lysien-metaxeirismeno-2229604355875.html
Λακυ Λουτσιανο ο Σικελος,"Χιγκινς, Τζακ",4.00,7.00,https://www.protoporia.gr/xigkins-tzak-laky-loytsiano-o-sikelos-metaxeirism-2225004500389.html
Λαλον υδωρ,"Ασωνιτης, Αλεξανδρος",5.45,22.54,https://www.protoporia.gr/aswniths-ale3andros-lalon-ydwr-metaxeirismeno-2229601603382.html
Λαμογια στο χακι,"Ελευθερατος, Διονυσης",7.95,15.90,https://www.protoporia.gr/eley8eratos-dionyshs-lamogia-sto-xaki-metaxeirismeno-2229604991301.html
Λαμπερες νυχτες Βright Nights,"Τερζιδης, Χρηστος",2.50,,https://www.protoporia.gr/terzidhs-xrhstos-lamperes-nyxtes-bright-nights-metaxeirismeno-2229604174483.html
Λαμπρα φεγγαρια στον ποταμο της λησμονιας,"Φιαμου, Ανθιππη",3.80,9.57,https://www.protoporia.gr/fiamoy-an8ipph-lampra-feggaria-ston-potamo-ths-lhsmonias-metaxeirismeno-2229600313640.html
Λαμπρος Ευταξιας. Ο βιος και η πολιτεια ενος ευπατριδη,"Λυδακης, Στελιος",7.95,15.99,https://www.protoporia.gr/lydakhs-stelios-lampros-eyta3ias-o-bios-kai-h-politeia-enos-eypatridh-metaxeirismeno-2229603827281.html
Λαμψη,"Νοελ, Αλισον",9.70,12.20,https://www.protoporia.gr/noel-alison-lampsh-metaxeirismeno-2229604965425.html
Λαμψη στο σκοταδι,Συλλογικο,10.85,15.50,https://www.protoporia.gr/syllogiko-lampsh-sto-skotadi-metaxeirismeno-2229606451650.html
"Λανσελοτ, ο πρωτος ιπποτης","Τσαντγουικ, Ελιζαμπεθ",4.20,9.37,https://www.protoporia.gr/tsantgoyik-elizampe8-lanselot-o-prwtos-ippoths-metaxeirismeno-2229600313800.html
Λαογραφικα ετεροκλητα,"Νιτσιακος, Βασιλης",3.98,9.57,https://www.protoporia.gr/nitsiakos-basilhs-laografika-eteroklhta-metaxeirismeno-2229602103072.html
Λαογραφικες καταγραφες στο Βαλτεσινικο Γορτυνιας,,15.00,20.00,https://www.protoporia.gr/-laografikes-katagrafes-sto-baltesiniko-gortynias-metaxeirismeno-2229604041471.html
Λαοδικεις,"Χαρντυ, Τομας",16.50,33.00,https://www.protoporia.gr/xarnty-tomas-laodikeis-metaxeirismeno-2229608252620.html
Λαοι και Επιδημιες,"McNeill, William",9.90,24.99,https://www.protoporia.gr/mcneill-william-laoi-kai-epidhmies-metaxeirismeno-2229604846229.html
Λαοκρατικοι θεσμοι της Εθνικης Αντιστασης,"Τσουπαροπουλος, Θανασης",10.00,,https://www.protoporia.gr/tsoyparopoylos-8anashs-laokratikoi-8esmoi-ths-e8nikhs-antistashs-metaxeirismeno-2220002750415.html
Λαος διχως εξουσια,"Τομας, Φρανκ",14.00,20.00,https://www.protoporia.gr/tomas-frank-laos-dixws-e3oysia-metaxeirismeno-2226185076410.html
Λαος και εξουσια στο Βυζαντιο,"Καλδελλης, Αντωνιος Ε.",11.13,15.90,https://www.protoporia.gr/kaldellhs-antwnios-e-laos-kai-e3oysia-sto-byzantio-metaxeirismeno-2226185352118.html
ΛΑΟΥΝΤΑ,"Ταγκαλακη, Ελενη",2.00,10.00,https://www.protoporia.gr/tagkalakh-elenh-laoynta-metaxeirismeno-2220008512406.html
Λαουρα. Η γυναικα με τα ασπρα,"Κολλινς, Γουιλκι",10.00,,https://www.protoporia.gr/kollins-goyilki-laoyra-h-gynaika-me-ta-aspra-metaxeirismeno-2229606627666.html
Λαρισα μια πολη στη λογοτεχνια,"Ψυρρας, Θωμας",3.95,18.35,https://www.protoporia.gr/psyrras-8wmas-larisa-mia-polh-sth-logotexnia-metaxeirismeno-2229603758721.html
"Λασι, ενα αφοσιωμενο σκυλακι",,4.72,5.90,https://www.protoporia.gr/-lasi-ena-afosiwmeno-skylaki-metaxeirismeno-2229604410277.html
Λασκαρινα Μπουμπουλινα: Η καπετανισσα της Ελληνικης Επαναστασης,"Χατζηκυριακιδης, Κυριακος Στ.",4.90,12.20,https://www.protoporia.gr/xatzhkyriakidhs-kyriakos-st-laskarina-mpoympoylina-h-kapetanissa-ths-ellhnikhs-epanastashs-metaxeirismeno-2226180324431.html
Λατιν νουαρ,"Αποστολιδης, Ανδρεας",9.73,13.90,https://www.protoporia.gr/apostolidhs-andreas-latin-noyar-metaxeirismeno-2229605054937.html
Λατινικες και αλλες ξενογλωσσες φρασεις στη Νεα Ελληνικη -,"Μαρκαντωνατος, Γερασιμος",8.00,,https://www.protoporia.gr/markantwnatos-gerasimos-latinikes-kai-alles-3enoglwsses-fraseis-sth-nea-ellhnikh-metaxeirismeno-2229606390317.html
Λατινικη Αυτοκρατορια,"Κοζεβ, Αλεξανδρος",9.00,12.00,https://www.protoporia.gr/kozeb-ale3andros-latinikh-aytokratoria-metaxeirismeno-2226185128140.html
Λατινικη γραμματικη Β Λυκειου 22-0158,,1.93,2.76,https://www.protoporia.gr/-latinikh-grammatikh-b-lykeioy-22-0158-metaxeirismeno-2229600624142.html
Λατινοαμερικανα,"Τσε Γκεβαρα, Ερνεστο",4.00,,https://www.protoporia.gr/tse-gkebara-ernesto-latinoamerikana-metaxeirismeno-2229602364015.html
Λατινοελληνικο λεξικο,"Τσακαλωτος, Ευστρατιος",15.98,31.95,https://www.protoporia.gr/tsakalwtos-eystratios-latinoellhniko-le3iko-metaxeirismeno-2220007003158.html
Λατρεια,"Κεντ, Χανα",13.16,18.80,https://www.protoporia.gr/kent-xana-latreia-metaxeirismeno-2229605724748.html
Λατρειες καταστροφικες και ολοκληρωτισμος,"Λουκα, Ηρω",3.70,4.60,https://www.protoporia.gr/loyka-hrw-latreies-katastrofikes-kai-oloklhrwtismos-metaxeirismeno-2229607006897.html
Λατρεμενε μου Καρλ,"Westphalen-Marx, Jenny von",3.20,12.00,https://www.protoporia.gr/westphalen-marx-jenny-von-latremene-moy-karl-metaxeirismeno-2226188216745.html
Λαυρεντιος ο μεγαλοπρεπης,"Μπριον, Μαρσελ",9.90,25.00,https://www.protoporia.gr/mprion-marsel-layrentios-o-megaloprephs-metaxeirismeno-2229608824995.html
Λαφυρα πολεμου,"Παπαιωσηφ, Γιωργος",6.30,9.00,https://www.protoporia.gr/papaiwshf-giwrgos-lafyra-polemoy-metaxeirismeno-2226188070569.html
Λαχεσις-,,6.00,,https://www.protoporia.gr/-laxesis-metaxeirismeno-2220001110487.html
Λεατρις,"Βατζιας, Γιαννης",4.00,10.30,https://www.protoporia.gr/batzias-giannhs-leatris-metaxeirismeno-2229603250683.html
Λεβαντα της Ατκινσον,"Κοντολεων, Μανος",2.00,5.00,https://www.protoporia.gr/kontolewn-manos-lebanta-ths-atkinson-metaxeirismeno-2229601632399.html
Λεβιαθαν,"Edginton, Ian",18.00,,https://www.protoporia.gr/edginton-ian-lebia8an-metaxeirismeno-2229604362002.html
Λεβιαθαν,"Οστερ, Πολ",14.40,18.11,https://www.protoporia.gr/oster-pol-lebia8an-metaxeirismeno-2229602084807.html
Λεβιαθαν,"Σμιτ, Αρνο",9.00,,https://www.protoporia.gr/smit-arno-lebia8an-metaxeirismeno-2229602101627.html
Λεγε με Αννα,"Δημοπουλου, Μινα",4.20,9.57,https://www.protoporia.gr/dhmopoyloy-mina-lege-me-anna-metaxeirismeno-2229600321058.html
Λεγε με πριγκιπισσα,"Μπλεντελ, Σαρα",7.75,15.50,https://www.protoporia.gr/mplentel-sara-lege-me-prigkipissa-metaxeirismeno-2229604968433.html
Λεηλασια και αλλες ιστοριες,"Γκορντιμερ, Ναντιν",10.00,15.99,https://www.protoporia.gr/gkorntimer-nantin-lehlasia-kai-alles-istories-metaxeirismeno-2229600340325.html
Λειπουμε,"Κερασιδης, Παναγιωτης",3.80,7.47,https://www.protoporia.gr/kerasidhs-panagiwths-leipoyme-metaxeirismeno-2229603363451.html
Λειτουργικα συστηματα. Αρχες σχεδιασης,"Stallings, William",30.00,58.09,https://www.protoporia.gr/stallings-william-leitoyrgika-systhmata-arxes-sxediashs-metaxeirismeno-2229604180026.html
Λεκεδες σε μεταξι,"Τωμαδακη, Κωστουλα",2.90,10.90,https://www.protoporia.gr/twmadakh-kwstoyla-lekedes-se-meta3i-metaxeirismeno-2229608196917.html
Λεκες απο κοκκινο κρασι,"Πετροπουλου, Μαρινα",6.00,9.90,https://www.protoporia.gr/petropoyloy-marina-lekes-apo-kokkino-krasi-metaxeirismeno-2229601410850.html
Λελα Καραγιαννη,"Ζαουσης, Αλεξανδρος",10.50,12.00,https://www.protoporia.gr/zaoyshs-ale3andros-lela-karagiannh-metaxeirismeno-2229604103599.html
Λεμβος 14,"Rogan, Charlotte",3.20,6.50,https://www.protoporia.gr/rogan-charlotte-lembos-14-metaxeirismeno-2229603645106.html
Λεμε να παντρευτουμε,"Ντουλ, Τσαρλς Ουγκο",2.50,5.83,https://www.protoporia.gr/ntoyl-tsarls-oygko-leme-na-pantreytoyme-metaxeirismeno-2220002731544.html
Λενε πως θα βρεξει,"Μπρινκ, Αντρε",8.00,21.40,https://www.protoporia.gr/mprink-antre-lene-pws-8a-bre3ei-metaxeirismeno-2220002640389.html
Λενη,"Παπαοικονομου, Μιρελλα",7.80,16.30,https://www.protoporia.gr/papaoikonomoy-mirella-lenh-metaxeirismeno-2229600424339.html
Λενι Ριφενσταλ,"Leis, Mario",6.40,15.98,https://www.protoporia.gr/leis-mario-leni-rifenstal-metaxeirismeno-2229609530208.html
ΛΕΞ Ενα αστερι απο τσιμεντο,Λεξ,10.50,15.00,https://www.protoporia.gr/le3-le3-ena-asteri-apo-tsimento-metaxeirismeno-2226188509663.html
Λεξεις και φρασεις -ΠΑΛΙΟΣ-παροιμιωδεις (Δεμενο),"Νατσουλης, Τακης",15.00,37.69,https://www.protoporia.gr/natsoylhs-takhs-le3eis-kai-fraseis-palios-paroimiwdeis-demeno-metaxeirismeno-2229602991228.html
Λεξεις που χανονται -,"Σαραντακος, Νικος",8.00,,https://www.protoporia.gr/sarantakos-nikos-le3eis-poy-xanontai-metaxeirismeno-2229605032904.html
"Λεξεις, εμπειρια και οι ακροβατες","Πολυμενης, Πετρος",11.93,17.04,https://www.protoporia.gr/polymenhs-petros-le3eis-empeiria-kai-oi-akrobates-metaxeirismeno-2229603368111.html
Λεξικο αναπτυγμενων εννοιων,"Ρωμας, Χριστος Γ.",15.00,31.80,https://www.protoporia.gr/rwmas-xristos-g-le3iko-anaptygmenwn-ennoiwn-metaxeirismeno-2229602050154.html
Λεξικο αρχαιων βυζαντινων και λογιων φρασεων της νεας ελληνικης,"Μαρκαντωνατος, Γερασιμος",15.20,19.10,https://www.protoporia.gr/markantwnatos-gerasimos-le3iko-arxaiwn-byzantinwn-kai-logiwn-frasewn-ths-neas-ellhnikhs-metaxeirismeno-2229600103333.html
"Λεξικο εθνων, εθνοτητων, λαων","Βολφ, Γιοζεφ",16.00,31.95,https://www.protoporia.gr/bolf-giozef-le3iko-e8nwn-e8nothtwn-lawn-metaxeirismeno-2229602050864.html
Λεξικο Ελληνικων ταινιων απο το 1914 μεχρι το 2000,"Κολιοδημος, Δημητρης",22.50,45.00,https://www.protoporia.gr/koliodhmos-dhmhtrhs-le3iko-ellhnikwn-tainiwn-apo-to-1914-mexri-to-2000-metaxeirismeno-2229608460414.html
Λεξικο ελληνικων ταινιων μικρου μηκους 1939-1992,"Δημητριου, Αλιντα",8.50,21.30,https://www.protoporia.gr/dhmhtrioy-alinta-le3iko-ellhnikwn-tainiwn-mikroy-mhkoys-1939-1992-metaxeirismeno-2229600310991.html
Λεξικο ελληνο-αραβικο,"Ραχμαν, Α.",6.90,12.50,https://www.protoporia.gr/glytshs-f-le3iko-ellhno-arabiko-metaxeirismeno-2229603434236.html
Λεξικο εννοιων,"Γκικας, Σωκρατης",12.70,15.85,https://www.protoporia.gr/gkikas-swkraths-le3iko-ennoiwn-metaxeirismeno-2229607343909.html
Λεξικο εννοιων,"Ματακιας, Αργυρης",11.72,23.43,https://www.protoporia.gr/matakias-argyrhs-le3iko-ennoiwn-metaxeirismeno-2229604000546.html
Λεξικο Κοινωνικων επιστημων (3 τομοι),Συλλογικο,30.00,152.88,https://www.protoporia.gr/syllogiko-le3iko-koinwnikwn-episthmwn-3-tomoi-metaxeirismeno-2220002970523.html
"Λεξικο κυριων ονοματων μυθολογικο, ιστορικο, γεωγραφικο","Κωνσταντινιδης, Ανεστης",8.00,21.30,https://www.protoporia.gr/kwnstantinidhs-anesths-le3iko-kyriwn-onomatwn-my8ologiko-istoriko-gewgrafiko-metaxeirismeno-2229607437370.html
Λεξικο Νεοελληνικης Λογοτεχνιας,Συλλογικο,73.00,147.00,https://www.protoporia.gr/syllogiko-le3iko-neoellhnikhs-logotexnias-metaxeirismeno-2229601622376.html
Λεξικο ομοηχων λεξεων της ελληνικης γλωσσας,"Κωνσταντινου, Ηλιας Ι.",10.60,21.30,https://www.protoporia.gr/kwnstantinoy-hlias-i-le3iko-omohxwn-le3ewn-ths-ellhnikhs-glwssas-metaxeirismeno-2229602050840.html
Λεξικο ρηματων της αρχαιας ελληνικης γλωσσας (Μεγαλο),"Γιαννακοπουλος, Παναγιωτης Ε.",12.90,36.21,https://www.protoporia.gr/giannakopoylos-panagiwths-e-le3iko-rhmatwn-ths-arxaias-ellhnikhs-glwssas-megalo-metaxeirismeno-2229604000577.html
ΛΕΞΙΚΟ ΤΑΙΝΙΩΝ ΤΟΜΟΣ ΙΙΙ ΜΠΕΡΤΟΛΟΥΤΣΙ-ΣΑΜΠΡΟΛ,"Ραφαηλιδης, Βασιλης",5.80,,https://www.protoporia.gr/rafahlidhs-basilhs-le3iko-tainiwn-tomos-iii-mpertoloytsi-samprol-metaxeirismeno-2220001114102.html
Λεξικο τελετων εορτων και αγωνων των αρχαιων Ελληνων (Δεμενο),"Βρεττος, Λαμπρος Σ.",20.00,49.93,https://www.protoporia.gr/brettos-lampros-s-le3iko-teletwn-eortwn-kai-agwnwn-twn-arxaiwn-ellhnwn-demeno-metaxeirismeno-2229607136907.html
Λεξικο τεχνικων και επιστημονικων ορων Ελληνοαγγλικο Αγγλοελληνικο,"Σιαρενιος, Ε.",18.63,26.61,https://www.protoporia.gr/giannakopoylos-g-le3iko-texnikwn-kai-episthmonikwn-orwn-ellhnoaggliko-aggloellhniko-metaxeirismeno-2229608705621.html
Λεξικο της αρχαιας ελληνικης γλωσσας,"Γιαννακοπουλος, Παναγιωτης Ε.",9.50,19.17,https://www.protoporia.gr/giannakopoylos-panagiwths-e-le3iko-ths-arxaias-ellhnikhs-glwssas-metaxeirismeno-2229607456432.html
Λεξικο της αρχαιας ελληνικης γλωσσας,"Μουλακακης, Νικος",9.00,26.64,https://www.protoporia.gr/moylakakhs-nikos-le3iko-ths-arxaias-ellhnikhs-glwssas-metaxeirismeno-2229602050833.html
Λεξικο της αρχαιας ελληνικης γλωσσας (Δεμενο),"Μπαλτας, Χαραλαμπος",19.90,42.40,https://www.protoporia.gr/mpaltas-xaralampos-le3iko-ths-arxaias-ellhnikhs-glwssas-demeno-metaxeirismeno-2229602063697.html
Λεξικο της γυναικειας υγειας,"Youngson, Robert",7.90,15.79,https://www.protoporia.gr/youngson-robert-le3iko-ths-gynaikeias-ygeias-metaxeirismeno-2229608151237.html
ΛΕΞΙΚΟ ΤΗΣ ΔΗΜΟΤΙΚΗΣ Τ1,,5.00,10.00,https://www.protoporia.gr/-le3iko-ths-dhmotikhs-t1-metaxeirismeno-2220001144369.html
ΛΕΞΙΚΟ ΤΗΣ ΔΗΜΟΤΙΚΗΣ Τ2,,5.00,7.00,https://www.protoporia.gr/-le3iko-ths-dhmotikhs-t2-metaxeirismeno-2220001144376.html
Λεξικο της ελληνικης και ρωμαικης μυθολογιας,"Γκριμαλ, Πιερ",30.00,62.59,https://www.protoporia.gr/gkrimal-pier-le3iko-ths-ellhnikhs-kai-rwmaikhs-my8ologias-metaxeirismeno-2229601202738.html
Λεξικο της ελληνικης και της ρωμαικης μυθολογιας,"Schmidt, Joel",9.90,19.70,https://www.protoporia.gr/schmidt-joel-le3iko-ths-ellhnikhs-kai-ths-rwmaikhs-my8ologias-metaxeirismeno-2229604230868.html
Λεξικο της φιλοσοφιας,"Πελεγρινης, Θεοδοσιος Ν.",24.00,71.15,https://www.protoporia.gr/pelegrinhs-8eodosios-n-le3iko-ths-filosofias-metaxeirismeno-2229601904441.html
Λεξικο της Φιλοσοφιας,"Πελεγρινης, Θεοδοσιος Ν.",27.50,55.00,https://www.protoporia.gr/pelegrinhs-8eodosios-n-le3iko-ths-filosofias-metaxeirismeno-2229605461254.html
Λεξικο του θεατρου,"Pavis, Patrice",16.70,47.76,https://www.protoporia.gr/pavis-patrice-le3iko-toy-8eatroy-metaxeirismeno-2229600111246.html
Λεξικο υπολογιστων για αρχαριους,"Claybourne, Anna",4.00,10.52,https://www.protoporia.gr/claybourne-anna-le3iko-ypologistwn-gia-arxarioys-metaxeirismeno-2229603609320.html
Λεξικο χωρις γραβατα,"Βλασταρης, Γιαννης",5.60,14.00,https://www.protoporia.gr/blastarhs-giannhs-le3iko-xwris-grabata-metaxeirismeno-2229605279897.html
Λεξικον αρχαιων Ελληνων Ι,"Βαρβιτσιωτης, Θεοδοσιος",19.00,22.38,https://www.protoporia.gr/barbitsiwths-8eodosios-le3ikon-arxaiwn-ellhnwn-i-metaxeirismeno-2229609005614.html
Λεξικον των αρχαιων κυριων ελληνικων ονοματων,"Πλευρης, Κωνσταντινος",13.25,25.00,https://www.protoporia.gr/pleyrhs-kwnstantinos-le3ikon-twn-arxaiwn-kyriwn-ellhnikwn-onomatwn-metaxeirismeno-2229608358858.html
Λεξικον Φυτολογικον,"Γενναδιος, Π. Γ.",49.50,55.00,https://www.protoporia.gr/gennadios-p-g-le3ikon-fytologikon-metaxeirismeno-2229990000113.html
Λεοναρντο 10. Το βαρος της μεγαλοφυιας,Turk,4.50,4.80,https://www.protoporia.gr/groot-jan-de-leonarnto-10-to-baros-ths-megalofyias-metaxeirismeno-2220003210420.html
Λεοναρντο 20. Ποδοσφαιρικη μεγαλοφυια,Turk,1.50,4.80,https://www.protoporia.gr/turk-leonarnto-20-podosfairikh-megalofyia-metaxeirismeno-2229603213848.html
